植物编号,经度（X),纬度（Y）,中文名,拉丁学名,科属,生活型,原产地,地理分布,类群,形态特征,生态习性,入侵危害特点,分布区域,出现次数
12,110.273,29.0906,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2644,29.0911,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2706,29.0843,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2632,29.0815,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.25,29.0759,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2604,29.0737,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2717,29.0811,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2715,29.0806,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2709,29.0755,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2805,29.0754,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2918,29.0743,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.3005,29.0645,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.3136,29.0721,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2829,29.0713,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
12,110.2859,29.0708,大狼耙草,Bidens frondosa L.,菊科鬼针草属,一年生草本,美洲,热带亚洲和热带美洲间断分布,被子植物,叶对生，一回羽状复叶，具柄，叶背面有稀疏短柔毛，头状花序单生茎端和枝端，瘦果扁平。适应性强，山坡、山谷、溪边、草丛及路旁均可生，喜温暖潮湿环境。生于水边湿地、沟渠及浅水滩，亦生于路边荒野，常发生在稻田边。到处都能生长，不耐荫，在密植田或高秆作物中生长发育不好。,喜温暖潮湿环境，通过倒刺芒刺高效传播种子，被列为1级恶意入侵物种,与农物争夺水分、养分和光能。是作物病害和虫害的中间寄主，降低农作物产量和品质，影响人、畜健康，增加管理用工和生产成本。,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、张家界学院附属绿地、武陵山大道防护绿地、龙源华城附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、大庸桥公园绿地、荣盛华府附属绿地。,3
13,110.2728,29.1113,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
13,110.2644,29.0911,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
13,110.25,29.0759,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
13,110.2717,29.0811,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
13,110.2715,29.0806,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
13,110.3305,29.0749,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
13,110.3136,29.0721,刺苋,Amaranthus spinosus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,叶片菱状卵形或卵状披针形，圆锥花序腋生及顶生，生长在旷地、园圃、农耕地等。刺苋叶腋有刺，且部分苞片变形成刺，极易和该属其他种区别。,喜温暖、耐旱耐瘠，凭借极强的适应性和惊人的种子产量，成为果园、旱地等生境中的优势杂草。,常大量孳生危害旱作农田、蔬菜地及果园，严重消耗土壤肥力，成熟植株有刺因而清除比较困难，并伤害人畜。,人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、逸臣公园附属绿地、大庸桥公园绿地、阳湖坪路防护绿地、陈家溪桥防护绿地,8
14,110.2748,29.084,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.2728,29.0844,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.273,29.0906,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.2728,29.1113,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.2644,29.0911,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.25,29.0759,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.2604,29.0737,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.2717,29.0811,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
14,110.2709,29.0755,反枝苋,Amaranthus retroflexus L.,苋科苋属,一年生草本,美洲,世界分布,被子植物,茎，密生短柔毛，叶片菱状卵形或椭圆状卵形，全缘或波状缘，两面及边缘有柔毛，下面毛较密。圆锥花序顶生及腋生。胞果扁卵形。生在田园内、农地旁、人家附近的草地上，有时生在瓦房上。,喜温暖，耐旱，耐瘠薄，繁殖力强，种子产量高，是旱地恶性杂草。,危害农作物：反枝苋主要危害棉花、豆类、花生、蔬菜等多种旱作物。反枝苋混生在大豆、小麦、等果园和菜园中，可严密遮光和阻碍通风，消耗大量地力，抑制作物生长。还常常污染作物种子。反枝苋也是许多昆虫、线虫、病毒、细菌和真菌的寄主。危害家畜,热水坑社区服务中心附属绿地、太极溪特大桥防护绿地、人民医院附属绿地、张家界学院附属绿地、大榕溪防护绿地、张家界金海学校附属绿地、逸臣公园附属绿地、荣盛华府附属绿地、滨河路沿线防护绿地、阳湖坪路防护绿地,9
